texto,categoria,prioridade,setor
"Estamos com uma ocorrência em que usuário não consegue enviar mensagens pelo e-mail corporativo. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Podem verificar, por favor?",E-mail,Baixa,Suporte N1
Foi identificado que notebook corporativo apresenta comportamento físico incomum após manutenção. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Hardware,Baixa,Segurança
Foi identificado que programa desconhecido apareceu instalado na máquina. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Software,Baixa,Segurança
Estamos com uma ocorrência em que antivírus identificou uma ameaça em um arquivo. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Precisamos de orientação para resolver a situação.,Segurança,Crítica,Segurança
Foi identificado que impressora aparece como offline no computador. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Solicito análise da equipe responsável.,Impressora,Crítica,Suporte N1
Estamos com uma ocorrência em que senha do usuário não está sendo aceita. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Acesso,Média,Suporte N1
"Estamos com uma ocorrência em que programa desconhecido apareceu instalado na máquina. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Software,Média,Segurança
Preciso de suporte porque driver da impressora apresenta erro na estação. O problema é pontual e existe uma alternativa para continuar trabalhando. Precisamos de orientação para resolver a situação.,Impressora,Baixa,Suporte N1
"Estamos com uma ocorrência em que VPN corporativa não estabelece conexão. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Rede,Média,Infraestrutura
Foi identificado que scanner multifuncional não aparece para o usuário. A atividade pode continuar por outro caminho e não há interrupção relevante. Precisamos de orientação para resolver a situação.,Impressora,Baixa,Suporte N1
"Preciso de suporte porque permissão de acesso não foi aplicada corretamente no sistema. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Podem verificar, por favor?",Acesso,Alta,Sistemas
Estamos com uma ocorrência em que arquivo corporativo foi alterado sem explicação. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Precisamos de orientação para resolver a situação.,Segurança,Média,Segurança
"Foi identificado que foi identificado tráfego de rede incomum em uma estação. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",Rede,Alta,Segurança
Foi identificado que conexão Wi-Fi cai durante o expediente. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Solicito análise da equipe responsável.,Rede,Alta,Infraestrutura
Estamos com uma ocorrência em que usuário não consegue imprimir na impressora do setor. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Solicito análise da equipe responsável.,Impressora,Crítica,Suporte N1
"Foi identificado que usuário não consegue imprimir na impressora do setor. A atividade pode continuar por outro caminho e não há interrupção relevante. Podem verificar, por favor?",Impressora,Baixa,Suporte N1
Preciso de suporte porque equipamento não recebe conexão pela rede cabeada. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Precisamos de orientação para resolver a situação.,Rede,Alta,Infraestrutura
"Estamos com uma ocorrência em que senha do usuário não está sendo aceita. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Podem verificar, por favor?",Acesso,Baixa,Suporte N1
Estamos com uma ocorrência em que conta ficou bloqueada após tentativas de login. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Solicito análise da equipe responsável.,Acesso,Baixa,Suporte N1
"Foi identificado que aplicativo solicita permissões incomuns que não eram pedidas antes. A atividade pode continuar por outro caminho e não há interrupção relevante. Podem verificar, por favor?",Software,Baixa,Segurança
"Estamos com uma ocorrência em que VPN registrou conexões incomuns para uma conta. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Segurança,Média,Infraestrutura
"Estamos com uma ocorrência em que equipamento de impressão perdeu comunicação com a rede. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Podem verificar, por favor?",Impressora,Baixa,Infraestrutura
Foi identificado que usuário recebeu aviso de alteração de senha que não solicitou. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Acesso,Baixa,Segurança
"Foi identificado que usuário precisa de ajuda para selecionar a rede corporativa correta. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Podem verificar, por favor?",Rede,Crítica,Suporte N1
"Preciso de suporte porque caixa de e-mail apresenta erro ao abrir. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Podem verificar, por favor?",E-mail,Média,Suporte N1
"Preciso de suporte porque impressão sai com configuração diferente da selecionada. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",Impressora,Crítica,Suporte N1
"Preciso de suporte porque usuário precisa de orientação após receber um alerta de segurança. O problema é pontual e existe uma alternativa para continuar trabalhando. Podem verificar, por favor?",Segurança,Baixa,Suporte N1
"Foi identificado que estação apresenta alertas de segurança recorrentes. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Podem verificar, por favor?",Segurança,Média,Segurança
Estamos com uma ocorrência em que navegador redireciona para páginas inesperadas. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Solicito análise da equipe responsável.,Segurança,Alta,Segurança
"Estamos com uma ocorrência em que documentos ficam presos na fila de impressão. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Podem verificar, por favor?",Impressora,Crítica,Suporte N1
"Foi identificado que serviço de impressão do servidor não processa os trabalhos enviados. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",Impressora,Alta,Sistemas
"Preciso de suporte porque impressão sai com configuração diferente da selecionada. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Solicito análise da equipe responsável.",Impressora,Média,Suporte N1
"Preciso de suporte porque serviço de impressão do servidor não processa os trabalhos enviados. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",Impressora,Crítica,Sistemas
Foi identificado que usuário recebeu mensagem suspeita solicitando credenciais. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,E-mail,Baixa,Segurança
"Preciso de suporte porque mensagens estão sendo enviadas pela conta sem reconhecimento do usuário. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Podem verificar, por favor?",E-mail,Média,Segurança
Estamos com uma ocorrência em que disco do computador apresenta erros durante o uso. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Hardware,Média,Infraestrutura
Estamos com uma ocorrência em que computador não consegue acessar a rede corporativa. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Solicito análise da equipe responsável.,Rede,Alta,Infraestrutura
"Preciso de suporte porque sistema interno não carrega uma das telas. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",Software,Crítica,Sistemas
Estamos com uma ocorrência em que mensagens ficam presas na caixa de saída. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,E-mail,Baixa,Suporte N1
"Foi identificado que teclado parou de responder corretamente. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Podem verificar, por favor?",Hardware,Crítica,Suporte N1
Estamos com uma ocorrência em que integração do sistema com o envio de e-mails falhou. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Solicito análise da equipe responsável.,E-mail,Baixa,Sistemas
"Preciso de suporte porque aplicação apresenta erro depois da última atualização. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Podem verificar, por favor?",Software,Alta,Sistemas
Foi identificado que scanner multifuncional não aparece para o usuário. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Solicito análise da equipe responsável.,Impressora,Alta,Suporte N1
"Preciso de suporte porque antivírus identificou uma ameaça em um arquivo. O problema é pontual e existe uma alternativa para continuar trabalhando. Podem verificar, por favor?",Segurança,Baixa,Segurança
Foi identificado que serviço de impressão do servidor não processa os trabalhos enviados. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Impressora,Baixa,Sistemas
Preciso de suporte porque servidor registrou comportamento de rede fora do padrão. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Solicito análise da equipe responsável.,Segurança,Alta,Infraestrutura
Preciso de suporte porque disco do computador apresenta erros durante o uso. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Solicito análise da equipe responsável.,Hardware,Crítica,Infraestrutura
Estamos com uma ocorrência em que usuário recebeu mensagem suspeita solicitando credenciais. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Precisamos de orientação para resolver a situação.,E-mail,Crítica,Segurança
"Preciso de suporte porque computador não consegue acessar a rede corporativa. O problema é pontual e existe uma alternativa para continuar trabalhando. Podem verificar, por favor?",Rede,Baixa,Infraestrutura
Estamos com uma ocorrência em que foram recebidos anexos inesperados de remetente desconhecido. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Precisamos de orientação para resolver a situação.,E-mail,Alta,Segurança
Foi identificado que equipamento de impressão perdeu comunicação com a rede. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Solicito análise da equipe responsável.,Impressora,Alta,Infraestrutura
Preciso de suporte porque credenciais parecem ter sido utilizadas em outro dispositivo. O problema é pontual e existe uma alternativa para continuar trabalhando. Precisamos de orientação para resolver a situação.,Acesso,Baixa,Segurança
Foi identificado que usuário recebeu mensagem suspeita solicitando credenciais. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,E-mail,Média,Segurança
"Preciso de suporte porque usuário recebeu alerta de acesso suspeito. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Precisamos de orientação para resolver a situação.",Segurança,Média,Segurança
"Preciso de suporte porque funcionalidade do portal corporativo não responde. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Podem verificar, por favor?",Software,Alta,Sistemas
"Foi identificado que conta ficou bloqueada após tentativas de login. A atividade pode continuar por outro caminho e não há interrupção relevante. Podem verificar, por favor?",Acesso,Baixa,Suporte N1
Foi identificado que perfil não possui acesso a uma função do sistema. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Acesso,Média,Sistemas
"Estamos com uma ocorrência em que serviço de impressão do servidor não processa os trabalhos enviados. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Impressora,Média,Sistemas
"Preciso de suporte porque aplicativo solicita permissões incomuns que não eram pedidas antes. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Podem verificar, por favor?",Software,Média,Segurança
Foi identificado que computador não liga mesmo estando conectado à tomada. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Hardware,Baixa,Suporte N1
Preciso de suporte porque impressão sai com configuração diferente da selecionada. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Precisamos de orientação para resolver a situação.,Impressora,Alta,Suporte N1
"Foi identificado que arquivo corporativo foi alterado sem explicação. A atividade pode continuar por outro caminho e não há interrupção relevante. Podem verificar, por favor?",Segurança,Baixa,Segurança
Foi identificado que documentos ficam presos na fila de impressão. A atividade pode continuar por outro caminho e não há interrupção relevante. Precisamos de orientação para resolver a situação.,Impressora,Baixa,Suporte N1
"Estamos com uma ocorrência em que integração do sistema com o envio de e-mails falhou. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Podem verificar, por favor?",E-mail,Alta,Sistemas
Estamos com uma ocorrência em que impressora compartilhada não está disponível para alguns usuários. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Precisamos de orientação para resolver a situação.,Impressora,Crítica,Infraestrutura
Foi identificado que equipamento foi encontrado com um dispositivo desconhecido conectado. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Precisamos de orientação para resolver a situação.,Hardware,Alta,Segurança
"Foi identificado que foram recebidos anexos inesperados de remetente desconhecido. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Podem verificar, por favor?",E-mail,Média,Segurança
"Foi identificado que perfil não possui acesso a uma função do sistema. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",Acesso,Alta,Sistemas
Estamos com uma ocorrência em que usuário não consegue enviar mensagens pelo e-mail corporativo. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Precisamos de orientação para resolver a situação.,E-mail,Alta,Suporte N1
Estamos com uma ocorrência em que notebook apresenta falha ao reconhecer dispositivos USB. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Precisamos de orientação para resolver a situação.,Hardware,Crítica,Suporte N1
"Foi identificado que teclado parou de responder corretamente. A atividade pode continuar por outro caminho e não há interrupção relevante. Podem verificar, por favor?",Hardware,Baixa,Suporte N1
Estamos com uma ocorrência em que sistema está retornando erro durante o processamento. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,Software,Baixa,Sistemas
"Preciso de suporte porque programa instalado não abre para o usuário. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Podem verificar, por favor?",Software,Alta,Suporte N1
Estamos com uma ocorrência em que teclado parou de responder corretamente. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Solicito análise da equipe responsável.,Hardware,Crítica,Suporte N1
"Estamos com uma ocorrência em que usuário recebeu alerta de acesso suspeito. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Podem verificar, por favor?",Segurança,Crítica,Segurança
Estamos com uma ocorrência em que programa desconhecido apareceu instalado na máquina. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Solicito análise da equipe responsável.,Software,Alta,Segurança
"Preciso de suporte porque Outlook não está sincronizando novas mensagens. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Solicito análise da equipe responsável.",E-mail,Média,Suporte N1
Foi identificado que senha do usuário não está sendo aceita. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Solicito análise da equipe responsável.,Acesso,Alta,Suporte N1
Foi identificado que acesso a recursos internos pela rede está falhando. A atividade pode continuar por outro caminho e não há interrupção relevante. Precisamos de orientação para resolver a situação.,Rede,Baixa,Infraestrutura
Estamos com uma ocorrência em que permissão de acesso não foi aplicada corretamente no sistema. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Precisamos de orientação para resolver a situação.,Acesso,Alta,Sistemas
Estamos com uma ocorrência em que impressora compartilhada não está disponível para alguns usuários. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Solicito análise da equipe responsável.,Impressora,Alta,Infraestrutura
Preciso de suporte porque conta ficou bloqueada após tentativas de login. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Precisamos de orientação para resolver a situação.,Acesso,Crítica,Suporte N1
Foi identificado que foi identificado possível e-mail de phishing na caixa corporativa. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,E-mail,Baixa,Segurança
Foi identificado que usuário não consegue enviar mensagens pelo e-mail corporativo. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Solicito análise da equipe responsável.,E-mail,Alta,Suporte N1
Foi identificado que programa instalado não abre para o usuário. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Solicito análise da equipe responsável.,Software,Alta,Suporte N1
Foi identificado que equipamento apresenta falha após troca de componente. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Precisamos de orientação para resolver a situação.,Hardware,Alta,Infraestrutura
"Preciso de suporte porque usuário recebeu aviso de alteração de senha que não solicitou. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",Acesso,Crítica,Segurança
Estamos com uma ocorrência em que impressão sai com configuração diferente da selecionada. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Precisamos de orientação para resolver a situação.,Impressora,Crítica,Suporte N1
Estamos com uma ocorrência em que aplicativo corporativo fecha sozinho ao executar uma tarefa. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,Software,Baixa,Suporte N1
Foi identificado que aplicação apresentou atividade incomum associada a um usuário. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Precisamos de orientação para resolver a situação.,Segurança,Alta,Sistemas
Foi identificado que mensagens ficam presas na caixa de saída. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,E-mail,Baixa,Suporte N1
Preciso de suporte porque equipamento apresenta falha após troca de componente. O problema é pontual e existe uma alternativa para continuar trabalhando. Precisamos de orientação para resolver a situação.,Hardware,Baixa,Infraestrutura
"Preciso de suporte porque monitor fica sem imagem durante o uso. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Podem verificar, por favor?",Hardware,Alta,Suporte N1
"Preciso de suporte porque sistema interno não carrega uma das telas. O problema é pontual e existe uma alternativa para continuar trabalhando. Podem verificar, por favor?",Software,Baixa,Sistemas
Foi identificado que notebook apresenta falha ao reconhecer dispositivos USB. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Hardware,Baixa,Suporte N1
Foi identificado que usuário não consegue enviar mensagens pelo e-mail corporativo. A atividade pode continuar por outro caminho e não há interrupção relevante. Precisamos de orientação para resolver a situação.,E-mail,Baixa,Suporte N1
"Estamos com uma ocorrência em que senha do usuário não está sendo aceita. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Podem verificar, por favor?",Acesso,Crítica,Suporte N1
Preciso de suporte porque integração entre dois sistemas deixou de funcionar. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Precisamos de orientação para resolver a situação.,Software,Crítica,Sistemas
Estamos com uma ocorrência em que aplicativo solicita permissões incomuns que não eram pedidas antes. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Solicito análise da equipe responsável.,Software,Baixa,Segurança
"Estamos com uma ocorrência em que estação de trabalho reinicia sem aviso. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Podem verificar, por favor?",Hardware,Baixa,Infraestrutura
"Preciso de suporte porque usuário precisa de ajuda para selecionar a rede corporativa correta. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Podem verificar, por favor?",Rede,Média,Suporte N1
Estamos com uma ocorrência em que serviço de impressão do servidor não processa os trabalhos enviados. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Precisamos de orientação para resolver a situação.,Impressora,Crítica,Sistemas
Foi identificado que antivírus identificou uma ameaça em um arquivo. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Segurança,Baixa,Segurança
"Estamos com uma ocorrência em que acesso a recursos internos pela rede está falhando. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Podem verificar, por favor?",Rede,Crítica,Infraestrutura
Foi identificado que sistema corporativo não consegue gerar o documento para impressão. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Impressora,Média,Sistemas
Estamos com uma ocorrência em que computador não consegue acessar a rede corporativa. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Precisamos de orientação para resolver a situação.,Rede,Crítica,Infraestrutura
Preciso de suporte porque antivírus identificou uma ameaça em um arquivo. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Precisamos de orientação para resolver a situação.,Segurança,Alta,Segurança
Foi identificado que credenciais parecem ter sido utilizadas em outro dispositivo. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Acesso,Média,Segurança
Preciso de suporte porque conta apresenta acessos que o usuário não reconhece. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Solicito análise da equipe responsável.,Acesso,Crítica,Segurança
"Preciso de suporte porque usuário precisa de orientação após receber um alerta de segurança. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Solicito análise da equipe responsável.",Segurança,Média,Suporte N1
Foi identificado que internet está instável em uma área do escritório. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Rede,Média,Infraestrutura
"Preciso de suporte porque sistema está retornando erro durante o processamento. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Solicito análise da equipe responsável.",Software,Média,Sistemas
"Estamos com uma ocorrência em que sistema interno não carrega uma das telas. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Software,Média,Sistemas
"Preciso de suporte porque usuário recebeu mensagem suspeita solicitando credenciais. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",E-mail,Crítica,Segurança
"Preciso de suporte porque antivírus identificou uma ameaça em um arquivo. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Solicito análise da equipe responsável.",Segurança,Média,Segurança
"Estamos com uma ocorrência em que perfil não possui acesso a uma função do sistema. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Acesso,Média,Sistemas
"Estamos com uma ocorrência em que sistema corporativo não consegue gerar o documento para impressão. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Podem verificar, por favor?",Impressora,Alta,Sistemas
Estamos com uma ocorrência em que usuário recebeu aviso de alteração de senha que não solicitou. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,Acesso,Baixa,Segurança
Estamos com uma ocorrência em que equipamento foi encontrado com um dispositivo desconhecido conectado. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Precisamos de orientação para resolver a situação.,Hardware,Média,Segurança
Estamos com uma ocorrência em que foram recebidos anexos inesperados de remetente desconhecido. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,E-mail,Média,Segurança
Foi identificado que conta ficou bloqueada após tentativas de login. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Acesso,Média,Suporte N1
Foi identificado que computador não liga mesmo estando conectado à tomada. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Hardware,Média,Suporte N1
Foi identificado que servidor registrou comportamento de rede fora do padrão. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Segurança,Média,Infraestrutura
"Preciso de suporte porque usuário recebeu mensagem suspeita solicitando credenciais. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Solicito análise da equipe responsável.",E-mail,Média,Segurança
Estamos com uma ocorrência em que computador corporativo está superaquecendo. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,Hardware,Baixa,Infraestrutura
Estamos com uma ocorrência em que funcionalidade do portal corporativo não responde. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Software,Média,Sistemas
Preciso de suporte porque teclado parou de responder corretamente. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Solicito análise da equipe responsável.,Hardware,Alta,Suporte N1
Preciso de suporte porque caixa de e-mail apresenta erro ao abrir. O problema é pontual e existe uma alternativa para continuar trabalhando. Precisamos de orientação para resolver a situação.,E-mail,Baixa,Suporte N1
Preciso de suporte porque usuário recebeu uma solicitação de autenticação que não reconhece. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Precisamos de orientação para resolver a situação.,Acesso,Crítica,Segurança
Estamos com uma ocorrência em que conta apresenta acessos que o usuário não reconhece. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Precisamos de orientação para resolver a situação.,Acesso,Alta,Segurança
Preciso de suporte porque usuário não consegue entrar na conta corporativa. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Precisamos de orientação para resolver a situação.,Acesso,Alta,Suporte N1
"Estamos com uma ocorrência em que disco do computador apresenta erros durante o uso. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Podem verificar, por favor?",Hardware,Crítica,Infraestrutura
Estamos com uma ocorrência em que usuário precisa de ajuda para selecionar a rede corporativa correta. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Solicito análise da equipe responsável.,Rede,Crítica,Suporte N1
Foi identificado que foram recebidos anexos inesperados de remetente desconhecido. A atividade pode continuar por outro caminho e não há interrupção relevante. Precisamos de orientação para resolver a situação.,E-mail,Baixa,Segurança
Estamos com uma ocorrência em que usuário precisa de ajuda para selecionar a rede corporativa correta. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Precisamos de orientação para resolver a situação.,Rede,Média,Suporte N1
Preciso de suporte porque estação apresenta alertas de segurança recorrentes. O problema é pontual e existe uma alternativa para continuar trabalhando. Solicito análise da equipe responsável.,Segurança,Baixa,Segurança
Foi identificado que computador não consegue acessar a rede corporativa. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Rede,Média,Infraestrutura
Estamos com uma ocorrência em que monitor fica sem imagem durante o uso. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Hardware,Média,Suporte N1
"Preciso de suporte porque VPN corporativa não estabelece conexão. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",Rede,Crítica,Infraestrutura
"Preciso de suporte porque impressora aparece como offline no computador. O problema é pontual e existe uma alternativa para continuar trabalhando. Podem verificar, por favor?",Impressora,Baixa,Suporte N1
Estamos com uma ocorrência em que conta ficou bloqueada após tentativas de login. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Solicito análise da equipe responsável.,Acesso,Crítica,Suporte N1
Estamos com uma ocorrência em que internet está instável em uma área do escritório. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Precisamos de orientação para resolver a situação.,Rede,Média,Infraestrutura
"Foi identificado que sistema interno não carrega uma das telas. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",Software,Alta,Sistemas
"Estamos com uma ocorrência em que usuário precisa de orientação após receber um alerta de segurança. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Segurança,Média,Suporte N1
"Foi identificado que impressão sai com configuração diferente da selecionada. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",Impressora,Alta,Suporte N1
Foi identificado que Outlook não está sincronizando novas mensagens. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,E-mail,Baixa,Suporte N1
"Estamos com uma ocorrência em que aplicação apresentou atividade incomum associada a um usuário. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Podem verificar, por favor?",Segurança,Alta,Sistemas
Estamos com uma ocorrência em que caixa de e-mail apresenta erro ao abrir. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Solicito análise da equipe responsável.,E-mail,Baixa,Suporte N1
"Preciso de suporte porque computador não consegue acessar a rede corporativa. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",Rede,Crítica,Infraestrutura
"Preciso de suporte porque foram recebidos anexos inesperados de remetente desconhecido. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Podem verificar, por favor?",E-mail,Alta,Segurança
"Foi identificado que usuário recebeu mensagem suspeita solicitando credenciais. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",E-mail,Alta,Segurança
"Preciso de suporte porque equipamento de impressão perdeu comunicação com a rede. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Podem verificar, por favor?",Impressora,Alta,Infraestrutura
Estamos com uma ocorrência em que integração entre dois sistemas deixou de funcionar. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Precisamos de orientação para resolver a situação.,Software,Média,Sistemas
