texto,categoria,prioridade,setor,grupo
Preciso de ajuda: O sistema pede troca de senha mas o processo falha. O problema afeta diversos usuários e precisa ser tratado com rapidez. Isso começou hoje.,Acesso,Alta,Suporte N1,senha
"Estou com um problema: Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. O problema é que há sessões na minha conta que eu não iniciei. Preciso de orientação.",Segurança,Média,Segurança,acesso_suspeito
"A estação fica muito quente e perde desempenho. Existe uma alternativa funcionando, então a solicitação pode aguardar. Podem me ajudar?",Hardware,Baixa,Infraestrutura,temperatura
Estou com um problema: Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência. O problema é que a imagem desaparece enquanto o equipamento continua ligado. Agradeço se puderem verificar.,Hardware,Média,Suporte N1,video
Tenho uma ocorrência em que Um serviço essencial para a empresa ficou indisponível para muitos usuários. O problema é que um remetente desconhecido pediu informações da minha conta. Solicito análise.,Segurança,Crítica,Segurança,phishing
"Olá, um programa necessário não abre depois da instalação. Diversos usuários foram impactados e não há uma solução prática para o setor. Conseguem verificar?",Software,Alta,Sistemas,instalacao
"Bom dia, Não há atividade parada; preciso apenas que seja verificado quando possível. O problema é que o navegador começou a abrir páginas que não solicitei. Preciso de orientação.",Segurança,Baixa,Segurança,comportamento_suspeito
"Pessoal, a estação fica muito quente e perde desempenho. Uma função importante para o setor ficou indisponível para várias pessoas. Agradeço se puderem verificar.",Hardware,Alta,Infraestrutura,temperatura
"O computador parece iniciar normalmente, porém nada aparece na tela. Uma função importante para o setor ficou indisponível para várias pessoas. Preciso de orientação.",Hardware,Alta,Suporte N1,video
"Bom dia, O problema afeta diversos usuários e precisa ser tratado com rapidez. O problema é que minha conta não permite iniciar a sessão. Agradeço se puderem verificar.",Acesso,Alta,Suporte N1,login
"Estou com um problema: Uma função importante para o setor ficou indisponível para várias pessoas. O problema é que consigo receber, mas não consigo enviar mensagens. Solicito análise.",E-mail,Alta,Suporte N1,envio
Estou com um problema: Uma função importante para o setor ficou indisponível para várias pessoas. O problema é que uma ferramenta autorizada precisa ser reinstalada. Preciso de orientação.,Software,Alta,Sistemas,instalacao
"Pessoal, não conseguimos localizar a impressora compartilhada. Só uma tarefa secundária foi afetada e tenho outra forma de realizá-la. Solicito análise.",Impressora,Baixa,Suporte N1,rede_impressao
"Estou com um problema: O problema está limitado a uma estação, mas interfere no trabalho diário. O problema é que o computador executa ações inesperadas durante o expediente. Preciso de orientação.",Segurança,Média,Segurança,comportamento_suspeito
Estou com um problema: Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. O problema é que um recurso interno da rede deixou de responder.,Rede,Crítica,Infraestrutura,recursos_rede
Estou com um problema: A ocorrência interrompeu uma operação essencial em larga escala. O problema é que recebi aviso de login que não reconheço. Agradeço se puderem verificar.,Segurança,Crítica,Segurança,acesso_suspeito
"Pessoal, sites externos deixam de abrir por alguns minutos. Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. Podem me ajudar?",Rede,Crítica,Infraestrutura,internet
"Tenho uma ocorrência em que Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. O problema é que recebi uma mensagem pedindo para confirmar minha senha em um link. Preciso de orientação.",Segurança,Média,Segurança,phishing
"A fila acumula documentos sem processá-los. O problema está limitado a uma estação, mas interfere no trabalho diário. Preciso de orientação.",Impressora,Média,Suporte N1,fila
Estou com um problema: A ocorrência interrompeu uma operação essencial em larga escala. O problema é que uma regra automática deixou de organizar as mensagens. Preciso de orientação.,E-mail,Crítica,Sistemas,regras
O equipamento compartilhado não aparece para alguns usuários. Consigo continuar por outro caminho e isso não bloqueia minha rotina. Preciso de orientação.,Impressora,Baixa,Suporte N1,rede_impressao
"Bom dia, O problema afeta diversos usuários e precisa ser tratado com rapidez. O problema é que as páginas estão saindo com falhas na impressão. Preciso de orientação.",Impressora,Alta,Suporte N1,qualidade
Tenho uma ocorrência em que Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. O problema é que o computador passou a abrir programas que não reconheço. Podem me ajudar?,Segurança,Crítica,Segurança,malware
Tenho uma ocorrência em que Só uma tarefa secundária foi afetada e tenho outra forma de realizá-la. O problema é que não consigo concluir a recuperação da senha. Agradeço se puderem verificar.,Acesso,Baixa,Suporte N1,senha
Estou com um problema: É um incômodo pontual e o trabalho continua normalmente. O problema é que há falhas frequentes ao salvar arquivos na máquina. Conseguem verificar?,Hardware,Baixa,Suporte N1,armazenamento
Identificamos que não recebo a confirmação necessária para entrar. A equipe está sem conseguir concluir uma operação necessária para o trabalho. Preciso de orientação.,Acesso,Alta,Segurança,mfa
"Estou com um problema: A rotina individual está comprometida, porém o restante da equipe segue trabalhando. O problema é que a organização automática das mensagens falhou. Agradeço se puderem verificar.",E-mail,Média,Sistemas,regras
"Olá, minha conta ficou bloqueada depois de algumas tentativas. Diversos usuários foram impactados e não há uma solução prática para o setor. Isso começou hoje.",Acesso,Alta,Suporte N1,bloqueio
Várias estações perderam acesso ao dispositivo de impressão. Um serviço essencial para a empresa ficou indisponível para muitos usuários.,Impressora,Crítica,Infraestrutura,rede_impressao
Preciso de ajuda: Meu perfil não possui acesso a uma área necessária. Várias pessoas do setor estão com o mesmo problema e uma atividade importante parou. Agradeço se puderem verificar.,Acesso,Alta,Sistemas,permissao
Tenho uma ocorrência em que Não há atividade parada; preciso apenas que seja verificado quando possível. O problema é que o código de autenticação não chega ao meu dispositivo. Isso começou hoje.,Acesso,Baixa,Suporte N1,mfa
"Pessoal, a unidade de armazenamento some durante o uso. Existe uma alternativa funcionando, então a solicitação pode aguardar.",Hardware,Baixa,Suporte N1,armazenamento
Recebi aviso de login que não reconheço. Não há atividade parada; preciso apenas que seja verificado quando possível. Isso começou hoje.,Segurança,Baixa,Segurança,acesso_suspeito
"Olá, o sinal está disponível, mas a máquina não consegue navegar. O problema afeta diversos usuários e precisa ser tratado com rapidez. Conseguem verificar?",Rede,Alta,Infraestrutura,wifi
Tenho uma ocorrência em que A ocorrência interrompeu uma operação essencial em larga escala. O problema é que a caixa corporativa apresenta falha ao carregar. Agradeço se puderem verificar.,E-mail,Crítica,Suporte N1,caixa
"Tenho uma ocorrência em que Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. O problema é que o equipamento de impressão aparece indisponível. Isso começou hoje.",Impressora,Média,Suporte N1,offline
Um remetente desconhecido pediu informações da minha conta. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço.,Segurança,Crítica,Segurança,phishing
O teclado parou de responder em algumas teclas. Grande parte da operação está parada e não existe alternativa disponível. Agradeço se puderem verificar.,Hardware,Crítica,Suporte N1,perifericos
Identificamos que o acesso remoto cai poucos minutos depois de conectar. O usuário perdeu produtividade e precisa de suporte para continuar a atividade. Podem me ajudar?,Rede,Média,Infraestrutura,vpn
Tenho uma ocorrência em que A ocorrência interrompeu uma operação essencial em larga escala. O problema é que surgiram alertas sobre um possível software malicioso. Conseguem verificar?,Segurança,Crítica,Segurança,malware
"O serviço abre, mas não mostra o conteúdo das mensagens. Muitos usuários estão impedidos de executar atividades críticas da empresa. Podem me ajudar?",E-mail,Crítica,Suporte N1,caixa
Podem verificar? O computador não dá sinal ao apertar o botão de ligar. Diversos usuários foram impactados e não há uma solução prática para o setor. Podem me ajudar?,Hardware,Alta,Suporte N1,energia
"Olá, o computador apresenta erros ao abrir arquivos locais. Grande parte da operação está parada e não existe alternativa disponível. Isso começou hoje.",Hardware,Crítica,Infraestrutura,armazenamento
Informações registradas em um sistema não chegam ao outro. Isso está atrapalhando o trabalho de uma pessoa durante a rotina. Podem me ajudar?,Software,Média,Sistemas,integracao
Um recurso foi modificado sem registro conhecido da equipe. A equipe está sem conseguir concluir uma operação necessária para o trabalho. Conseguem verificar?,Segurança,Alta,Segurança,alteracao_nao_autorizada
Preciso de ajuda: A máquina desliga quando fica quente. Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. Agradeço se puderem verificar.,Hardware,Crítica,Infraestrutura,temperatura
Preciso de ajuda: Uma configuração foi modificada sem autorização. O impacto é pequeno neste momento e não existe urgência operacional. Podem me ajudar?,Segurança,Baixa,Sistemas,alteracao_nao_autorizada
"Bom dia, O problema está limitado a uma estação, mas interfere no trabalho diário. O problema é que não consigo visualizar as pastas de mensagens. Preciso de orientação.",E-mail,Média,Suporte N1,caixa
Podem verificar? Recebi um link inesperado pedindo autenticação corporativa. Grande parte da operação está parada e não existe alternativa disponível.,Segurança,Crítica,Segurança,phishing
"Olá, a máquina inicia sem mostrar imagem. Existe uma alternativa funcionando, então a solicitação pode aguardar. Preciso de orientação.",Hardware,Baixa,Suporte N1,video
"Bom dia, A ocorrência interrompeu uma operação essencial em larga escala. O problema é que minhas mensagens ficam presas e não são enviadas. Agradeço se puderem verificar.",E-mail,Crítica,Suporte N1,envio
Uma aplicação desconhecida começou a executar sozinha. É um incômodo pontual e o trabalho continua normalmente.,Segurança,Baixa,Segurança,malware
"Olá, algumas mensagens esperadas não estão chegando. O problema afeta diversos usuários e precisa ser tratado com rapidez. Agradeço se puderem verificar.",E-mail,Alta,Suporte N1,recebimento
"Bom dia, A ocorrência já compromete o trabalho de uma equipe inteira. O problema é que o aplicativo foi instalado mas não inicia. Preciso de orientação.",Software,Alta,Sistemas,instalacao
Identificamos que a aplicação encerra ao executar uma tarefa. Várias pessoas do setor estão com o mesmo problema e uma atividade importante parou. Podem me ajudar?,Software,Alta,Suporte N1,aplicativo_fechando
Tenho uma ocorrência em que A ocorrência interrompeu uma operação essencial em larga escala. O problema é que o resultado impresso está diferente do arquivo original. Solicito análise.,Impressora,Crítica,Suporte N1,qualidade
"Olá, o perfil não permite executar a operação necessária. Só uma tarefa secundária foi afetada e tenho outra forma de realizá-la. Solicito análise.",Acesso,Baixa,Sistemas,permissao
"Olá, uma mensagem afirma que minha conta será bloqueada se eu não informar credenciais. O problema está limitado a uma estação, mas interfere no trabalho diário.",Segurança,Média,Segurança,phishing
Tenho uma ocorrência em que É um incômodo pontual e o trabalho continua normalmente. O problema é que preciso consultar uma tela e recebo aviso de permissão.,Acesso,Baixa,Sistemas,permissao
Tenho uma ocorrência em que A equipe está sem conseguir concluir uma operação necessária para o trabalho. O problema é que recebi confirmação de acesso que não fui eu quem realizou. Preciso de orientação.,Segurança,Alta,Segurança,acesso_suspeito
Identificamos que a sessão remota com a rede corporativa fica instável. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. Preciso de orientação.,Rede,Crítica,Infraestrutura,vpn
Estou com um problema: Só uma tarefa secundária foi afetada e tenho outra forma de realizá-la. O problema é que a nova versão do programa não abre corretamente. Podem me ajudar?,Software,Baixa,Sistemas,atualizacao
Preciso de ajuda: Informações apareceram alteradas e ninguém da equipe realizou a mudança. Não há atividade parada; preciso apenas que seja verificado quando possível.,Segurança,Baixa,Sistemas,alteracao_nao_autorizada
O aplicativo trava e precisa ser aberto novamente. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. Agradeço se puderem verificar.,Software,Crítica,Suporte N1,aplicativo_fechando
"Bom dia, Consigo continuar por outro caminho e isso não bloqueia minha rotina. O problema é que o resultado impresso está diferente do arquivo original.",Impressora,Baixa,Suporte N1,qualidade
O computador apresenta erros ao abrir arquivos locais. A ocorrência interrompeu uma operação essencial em larga escala. Conseguem verificar?,Hardware,Crítica,Infraestrutura,armazenamento
"Olá, o programa corporativo não funciona após ser configurado. O impacto é pequeno neste momento e não existe urgência operacional. Solicito análise.",Software,Baixa,Suporte N1,instalacao
Identificamos que a conexão com a internet está oscilando. É um incômodo pontual e o trabalho continua normalmente. Preciso de orientação.,Rede,Baixa,Infraestrutura,internet
"Bom dia, A ocorrência interrompeu uma operação essencial em larga escala. O problema é que surgiram janelas e processos que o usuário não reconhece. Agradeço se puderem verificar.",Segurança,Crítica,Segurança,comportamento_suspeito
Estou com um problema: É um incômodo pontual e o trabalho continua normalmente. O problema é que recebi confirmação de acesso que não fui eu quem realizou. Podem me ajudar?,Segurança,Baixa,Segurança,acesso_suspeito
"Bom dia, A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. O problema é que o computador conectado por cabo ficou sem acesso. Conseguem verificar?",Rede,Crítica,Infraestrutura,cabeada
Não consigo confirmar o segundo fator de acesso. É um incômodo pontual e o trabalho continua normalmente. Agradeço se puderem verificar.,Acesso,Baixa,Suporte N1,mfa
"Preciso de ajuda: O notebook não consegue se conectar à rede sem fio. Existe uma alternativa funcionando, então a solicitação pode aguardar. Solicito análise.",Rede,Baixa,Infraestrutura,wifi
Identificamos que surgiram alertas sobre um possível software malicioso. Grande parte da operação está parada e não existe alternativa disponível. Agradeço se puderem verificar.,Segurança,Crítica,Segurança,malware
"Pessoal, o encaminhamento automático parou de funcionar. Isso está atrapalhando o trabalho de uma pessoa durante a rotina. Isso começou hoje.",E-mail,Média,Sistemas,regras
"Estou com um problema: Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. O problema é que o computador apresenta erros ao abrir arquivos locais. Solicito análise.",Hardware,Média,Infraestrutura,armazenamento
"Olá, informações apareceram alteradas e ninguém da equipe realizou a mudança. A ocorrência interrompeu uma operação essencial em larga escala.",Segurança,Crítica,Segurança,alteracao_nao_autorizada
"Tenho uma ocorrência em que O problema está limitado a uma estação, mas interfere no trabalho diário. O problema é que informações registradas em um sistema não chegam ao outro. Isso começou hoje.",Software,Média,Sistemas,integracao
Estou com um problema: Isso está atrapalhando o trabalho de uma pessoa durante a rotina. O problema é que não recebo a confirmação necessária para entrar. Solicito análise.,Acesso,Média,Suporte N1,mfa
Identificamos que o histórico mostra entrada que não reconheço. Várias pessoas do setor estão com o mesmo problema e uma atividade importante parou. Podem me ajudar?,Segurança,Alta,Segurança,acesso_suspeito
Preciso de ajuda: A navegação ficou lenta e apresenta interrupções. O usuário perdeu produtividade e precisa de suporte para continuar a atividade. Conseguem verificar?,Rede,Média,Infraestrutura,internet
Podem verificar? A digitalização falha antes de salvar o arquivo. Diversos usuários foram impactados e não há uma solução prática para o setor. Podem me ajudar?,Impressora,Alta,Suporte N1,scanner
Podem verificar? O software apresenta erro ao concluir a configuração. A ocorrência interrompeu uma operação essencial em larga escala.,Software,Crítica,Sistemas,instalacao
"Pessoal, não consigo digitalizar documentos no equipamento. Diversos usuários foram impactados e não há uma solução prática para o setor. Isso começou hoje.",Impressora,Alta,Suporte N1,scanner
"Olá, arquivos locais ficam indisponíveis de forma intermitente. Isso está atrapalhando o trabalho de uma pessoa durante a rotina.",Hardware,Média,Infraestrutura,armazenamento
"Podem verificar? As pastas da conta não ficam disponíveis. O problema está limitado a uma estação, mas interfere no trabalho diário. Isso começou hoje.",E-mail,Média,Suporte N1,caixa
"Tenho uma ocorrência em que Não há atividade parada; preciso apenas que seja verificado quando possível. O problema é que o documento foi enviado, mas nada foi impresso. Agradeço se puderem verificar.",Impressora,Baixa,Suporte N1,fila
Tenho uma ocorrência em que Só uma tarefa secundária foi afetada e tenho outra forma de realizá-la. O problema é que não consigo chegar aos recursos internos trabalhando de casa. Podem me ajudar?,Rede,Baixa,Infraestrutura,vpn
Estou com um problema: A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. O problema é que o leitor conectado à máquina não responde. Conseguem verificar?,Hardware,Crítica,Suporte N1,perifericos
"Pessoal, minha conta não permite iniciar a sessão. A ocorrência interrompeu uma operação essencial em larga escala. Isso começou hoje.",Acesso,Crítica,Suporte N1,login
"Bom dia, A equipe está sem conseguir concluir uma operação necessária para o trabalho. O problema é que o cliente de e-mail não sincroniza as mensagens. Podem me ajudar?",E-mail,Alta,Suporte N1,sincronizacao
O notebook esquenta muito durante tarefas simples. Diversos usuários foram impactados e não há uma solução prática para o setor. Isso começou hoje.,Hardware,Alta,Infraestrutura,temperatura
"Bom dia, Isso está atrapalhando o trabalho de uma pessoa durante a rotina. O problema é que preciso consultar uma tela e recebo aviso de permissão. Conseguem verificar?",Acesso,Média,Sistemas,permissao
Preciso de ajuda: A ferramenta corporativa fecha ao gerar um relatório. Muitos usuários estão impedidos de executar atividades críticas da empresa. Agradeço se puderem verificar.,Software,Crítica,Suporte N1,aplicativo_fechando
Identificamos que o ERP retorna erro ao registrar uma operação. Diversos usuários foram impactados e não há uma solução prática para o setor. Isso começou hoje.,Software,Alta,Sistemas,erp
O computador passou a abrir programas que não reconheço. Muitos usuários estão impedidos de executar atividades críticas da empresa. Solicito análise.,Segurança,Crítica,Segurança,malware
Podem verificar? Informações registradas em um sistema não chegam ao outro. É um incômodo pontual e o trabalho continua normalmente. Agradeço se puderem verificar.,Software,Baixa,Sistemas,integracao
Identificamos que o headset deixou de funcionar na estação. Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência. Solicito análise.,Hardware,Média,Suporte N1,perifericos
"Preciso de ajuda: Mandei imprimir, mas o documento ficou parado na fila. Grande parte da operação está parada e não existe alternativa disponível.",Impressora,Crítica,Suporte N1,fila
Identificamos que a máquina desliga quando fica quente. O usuário perdeu produtividade e precisa de suporte para continuar a atividade. Isso começou hoje.,Hardware,Média,Infraestrutura,temperatura
"Olá, não consigo entrar porque a conta foi travada. Isso está atrapalhando o trabalho de uma pessoa durante a rotina. Preciso de orientação.",Acesso,Média,Suporte N1,bloqueio
Identificamos que o programa fecha sozinho durante o uso. A ocorrência interrompeu uma operação essencial em larga escala. Conseguem verificar?,Software,Crítica,Suporte N1,aplicativo_fechando
Preciso de ajuda: O dispositivo de impressão perdeu comunicação com as estações. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. Agradeço se puderem verificar.,Impressora,Crítica,Infraestrutura,rede_impressao
Identificamos que um arquivo corporativo foi alterado sem que a equipe soubesse. Grande parte da operação está parada e não existe alternativa disponível. Podem me ajudar?,Segurança,Crítica,Segurança,alteracao_nao_autorizada
"Olá, o histórico mostra entrada que não reconheço. Muitos usuários estão impedidos de executar atividades críticas da empresa. Preciso de orientação.",Segurança,Crítica,Segurança,acesso_suspeito
Uma regra automática deixou de organizar as mensagens. Não há atividade parada; preciso apenas que seja verificado quando possível. Conseguem verificar?,E-mail,Baixa,Sistemas,regras
"Podem verificar? Não conseguimos localizar a impressora compartilhada. A rotina individual está comprometida, porém o restante da equipe segue trabalhando. Preciso de orientação.",Impressora,Média,Infraestrutura,rede_impressao
"Pessoal, dois sistemas deixaram de trocar informações. Consigo continuar por outro caminho e isso não bloqueia minha rotina. Conseguem verificar?",Software,Baixa,Sistemas,integracao
"Pessoal, uma mensagem suspeita tenta me levar a uma página de login. O usuário perdeu produtividade e precisa de suporte para continuar a atividade.",Segurança,Média,Segurança,phishing
Podem verificar? A conta não permite novas tentativas de autenticação. Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. Conseguem verificar?,Acesso,Crítica,Suporte N1,bloqueio
"Olá, o equipamento apresenta aquecimento fora do normal. Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. Isso começou hoje.",Hardware,Média,Infraestrutura,temperatura
Tenho uma ocorrência em que O impacto é pequeno neste momento e não existe urgência operacional. O problema é que a conexão com a internet está oscilando. Agradeço se puderem verificar.,Rede,Baixa,Infraestrutura,internet
"Olá, o notebook liga, mas a tela permanece apagada. Não há atividade parada; preciso apenas que seja verificado quando possível. Solicito análise.",Hardware,Baixa,Suporte N1,video
"Pessoal, um dispositivo USB não é reconhecido. É um incômodo pontual e o trabalho continua normalmente. Preciso de orientação.",Hardware,Baixa,Suporte N1,perifericos
"Bom dia, Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência. O problema é que um compartilhamento corporativo ficou inacessível. Preciso de orientação.",Rede,Média,Infraestrutura,recursos_rede
"Pessoal, uma configuração foi modificada sem autorização. O problema está limitado a uma estação, mas interfere no trabalho diário. Solicito análise.",Segurança,Média,Segurança,alteracao_nao_autorizada
A etapa adicional de autenticação está falhando. Muitos usuários estão impedidos de executar atividades críticas da empresa. Preciso de orientação.,Acesso,Crítica,Suporte N1,mfa
Estou com um problema: O problema afeta diversos usuários e precisa ser tratado com rapidez. O problema é que recebi um link inesperado pedindo autenticação corporativa. Solicito análise.,Segurança,Alta,Segurança,phishing
"Pessoal, várias estações perderam acesso ao dispositivo de impressão. O problema está limitado a uma estação, mas interfere no trabalho diário. Agradeço se puderem verificar.",Impressora,Média,Infraestrutura,rede_impressao
Preciso de ajuda: Várias estações perderam acesso ao dispositivo de impressão. O impacto é pequeno neste momento e não existe urgência operacional. Preciso de orientação.,Impressora,Baixa,Suporte N1,rede_impressao
"Estou com um problema: O problema está limitado a uma estação, mas interfere no trabalho diário. O problema é que a estação informa que o equipamento não está conectado. Solicito análise.",Impressora,Média,Suporte N1,offline
Podem verificar? Surgiram janelas e processos que o usuário não reconhece. Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência. Isso começou hoje.,Segurança,Média,Segurança,comportamento_suspeito
Identificamos que a instalação de uma ferramenta corporativa falha. Só uma tarefa secundária foi afetada e tenho outra forma de realizá-la. Agradeço se puderem verificar.,Software,Baixa,Suporte N1,instalacao
"Bom dia, Só uma tarefa secundária foi afetada e tenho outra forma de realizá-la. O problema é que o serviço abre, mas não mostra o conteúdo das mensagens. Podem me ajudar?",E-mail,Baixa,Suporte N1,caixa
"Identificamos que não consigo enviar documentos porque o dispositivo está offline. Existe uma alternativa funcionando, então a solicitação pode aguardar. Podem me ajudar?",Impressora,Baixa,Suporte N1,offline
Estou com um problema: Diversos usuários foram impactados e não há uma solução prática para o setor. O problema é que o equipamento compartilhado não aparece para alguns usuários. Solicito análise.,Impressora,Alta,Infraestrutura,rede_impressao
Identificamos que a navegação ficou lenta e apresenta interrupções. Muitos usuários estão impedidos de executar atividades críticas da empresa.,Rede,Crítica,Infraestrutura,internet
Tenho uma ocorrência em que Consigo continuar por outro caminho e isso não bloqueia minha rotina. O problema é que recebi aviso de login que não reconheço. Conseguem verificar?,Segurança,Baixa,Segurança,acesso_suspeito
Tenho uma ocorrência em que Só uma tarefa secundária foi afetada e tenho outra forma de realizá-la. O problema é que não consigo enviar documentos porque o dispositivo está offline. Solicito análise.,Impressora,Baixa,Suporte N1,offline
Tenho uma ocorrência em que Não há atividade parada; preciso apenas que seja verificado quando possível. O problema é que apareceu um programa no computador que eu nunca instalei. Agradeço se puderem verificar.,Segurança,Baixa,Segurança,malware
"Olá, o ERP não permite finalizar o processo. O problema afeta diversos usuários e precisa ser tratado com rapidez. Solicito análise.",Software,Alta,Sistemas,erp
Tenho uma ocorrência em que Não há atividade parada; preciso apenas que seja verificado quando possível. O problema é que o acesso à internet parou em parte do ambiente. Isso começou hoje.,Rede,Baixa,Infraestrutura,internet
Identificamos que o dispositivo de impressão perdeu comunicação com as estações. Isso está atrapalhando o trabalho de uma pessoa durante a rotina. Isso começou hoje.,Impressora,Média,Infraestrutura,rede_impressao
Tenho uma ocorrência em que Muitos usuários estão impedidos de executar atividades críticas da empresa. O problema é que uma mensagem suspeita tenta me levar a uma página de login. Isso começou hoje.,Segurança,Crítica,Segurança,phishing
Podem verificar? A máquina acessa a internet mas não os recursos internos. Uma função importante para o setor ficou indisponível para várias pessoas.,Rede,Alta,Infraestrutura,recursos_rede
O equipamento multifuncional não conclui o escaneamento. Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. Conseguem verificar?,Impressora,Crítica,Suporte N1,scanner
"Preciso de ajuda: O dispositivo de impressão ficou inacessível. A rotina individual está comprometida, porém o restante da equipe segue trabalhando. Agradeço se puderem verificar.",Impressora,Média,Suporte N1,offline
A caixa de entrada parou de atualizar. Uma função importante para o setor ficou indisponível para várias pessoas. Preciso de orientação.,E-mail,Alta,Suporte N1,sincronizacao
Tenho uma ocorrência em que Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência. O problema é que a navegação está muito instável no escritório. Podem me ajudar?,Rede,Média,Infraestrutura,internet
"Podem verificar? Sites externos deixam de abrir por alguns minutos. Existe uma alternativa funcionando, então a solicitação pode aguardar. Podem me ajudar?",Rede,Baixa,Infraestrutura,internet
"Olá, o documento impresso fica com partes ilegíveis. O usuário perdeu produtividade e precisa de suporte para continuar a atividade. Agradeço se puderem verificar.",Impressora,Média,Suporte N1,qualidade
"Olá, a impressora da rede deixou de responder. Existe uma alternativa funcionando, então a solicitação pode aguardar. Isso começou hoje.",Impressora,Baixa,Suporte N1,rede_impressao
"Bom dia, É um incômodo pontual e o trabalho continua normalmente. O problema é que várias estações perderam acesso ao dispositivo de impressão.",Impressora,Baixa,Suporte N1,rede_impressao
Podem verificar? O equipamento de impressão aparece indisponível. Consigo continuar por outro caminho e isso não bloqueia minha rotina. Agradeço se puderem verificar.,Impressora,Baixa,Suporte N1,offline
Podem verificar? O navegador começou a abrir páginas que não solicitei. Diversos usuários foram impactados e não há uma solução prática para o setor. Podem me ajudar?,Segurança,Alta,Segurança,comportamento_suspeito
Preciso de ajuda: O equipamento de impressão aparece indisponível. A ocorrência interrompeu uma operação essencial em larga escala. Preciso de orientação.,Impressora,Crítica,Suporte N1,offline
"Estou com um problema: Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. O problema é que a digitalização falha antes de salvar o arquivo. Isso começou hoje.",Impressora,Média,Suporte N1,scanner
"Bom dia, O usuário perdeu produtividade e precisa de suporte para continuar a atividade. O problema é que a função de digitalização não aparece no computador. Isso começou hoje.",Impressora,Média,Suporte N1,scanner
Identificamos que informações apareceram alteradas e ninguém da equipe realizou a mudança. Diversos usuários foram impactados e não há uma solução prática para o setor. Isso começou hoje.,Segurança,Alta,Segurança,alteracao_nao_autorizada
"Preciso de ajuda: Minha conta registra acesso em um horário em que eu não estava trabalhando. A rotina individual está comprometida, porém o restante da equipe segue trabalhando. Agradeço se puderem verificar.",Segurança,Média,Segurança,acesso_suspeito
"Olá, o sistema pede troca de senha mas o processo falha. Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. Agradeço se puderem verificar.",Acesso,Média,Suporte N1,senha
Preciso de ajuda: A conexão com a internet está oscilando. A equipe está sem conseguir concluir uma operação necessária para o trabalho. Solicito análise.,Rede,Alta,Infraestrutura,internet
Minhas mensagens ficam presas e não são enviadas. O problema afeta diversos usuários e precisa ser tratado com rapidez.,E-mail,Alta,Suporte N1,envio
"Olá, a porta de rede parece não estabelecer comunicação. Diversos usuários foram impactados e não há uma solução prática para o setor. Isso começou hoje.",Rede,Alta,Infraestrutura,cabeada
Tenho uma ocorrência em que Só uma tarefa secundária foi afetada e tenho outra forma de realizá-la. O problema é que um recurso interno da rede deixou de responder. Preciso de orientação.,Rede,Baixa,Infraestrutura,recursos_rede
Estou com um problema: Não há atividade parada; preciso apenas que seja verificado quando possível. O problema é que não consigo estabelecer a conexão remota com a empresa. Preciso de orientação.,Rede,Baixa,Infraestrutura,vpn
Preciso de ajuda: A caixa de e-mail não abre corretamente. Diversos usuários foram impactados e não há uma solução prática para o setor. Podem me ajudar?,E-mail,Alta,Suporte N1,caixa
"Olá, a impressora não aparece disponível na estação. O problema está limitado a uma estação, mas interfere no trabalho diário. Conseguem verificar?",Impressora,Média,Suporte N1,offline
Uma regra da caixa está tratando mensagens de forma errada. A ocorrência interrompeu uma operação essencial em larga escala. Isso começou hoje.,E-mail,Crítica,Sistemas,regras
"Bom dia, A equipe está sem conseguir concluir uma operação necessária para o trabalho. O problema é que não consigo manter uma conexão estável no escritório. Preciso de orientação.",Rede,Alta,Infraestrutura,wifi
Algumas mensagens esperadas não estão chegando. Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência. Preciso de orientação.,E-mail,Média,Suporte N1,recebimento
Tenho uma ocorrência em que Uma função importante para o setor ficou indisponível para várias pessoas. O problema é que o ponto de rede da mesa não está funcionando. Podem me ajudar?,Rede,Alta,Infraestrutura,cabeada
